,Date,Species,Trap,Latitude,Longitude,NumMosquitos,WnvPresent,cluster
98,2007-06-26,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,2,0,12
99,2007-06-26,CULEX RESTUANS,T086,41.688324,-87.676709,2,0,12
100,2007-06-26,CULEX RESTUANS,T096,41.731922,-87.677512,5,0,42
101,2007-06-26,CULEX PIPIENS/RESTUANS,T129,41.891126,-87.61156,1,0,49
102,2007-06-26,CULEX RESTUANS,T129,41.891126,-87.61156,1,0,49
103,2007-06-26,CULEX PIPIENS/RESTUANS,T143,41.999128999999996,-87.795585,1,0,7
104,2007-06-26,CULEX RESTUANS,T143,41.999128999999996,-87.795585,1,0,7
105,2007-06-26,CULEX PIPIENS/RESTUANS,T148,42.01743,-87.68776899999999,2,0,15
106,2007-06-26,CULEX RESTUANS,T148,42.01743,-87.68776899999999,2,0,15
107,2007-06-26,CULEX PIPIENS/RESTUANS,T011,41.944869,-87.832763,2,0,37
108,2007-06-26,CULEX RESTUANS,T011,41.944869,-87.832763,4,0,37
109,2007-06-26,CULEX PIPIENS/RESTUANS,T016,42.011601,-87.81150600000001,2,0,7
110,2007-06-26,CULEX RESTUANS,T016,42.011601,-87.81150600000001,2,0,7
111,2007-06-26,CULEX RESTUANS,T019,41.94983,-87.69845699999999,1,0,31
112,2007-06-26,CULEX PIPIENS/RESTUANS,T025,41.979243,-87.750938,1,0,3
113,2007-06-26,CULEX PIPIENS/RESTUANS,T028,41.986921,-87.689778,1,0,48
114,2007-06-26,CULEX RESTUANS,T028,41.986921,-87.689778,9,0,48
115,2007-06-26,CULEX PIPIENS/RESTUANS,T033,41.906638,-87.701431,2,0,10
116,2007-06-26,CULEX RESTUANS,T033,41.906638,-87.701431,3,0,10
117,2007-06-26,CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,10,0,0
118,2007-06-26,CULEX RESTUANS,T090,41.868077,-87.666901,19,0,0
119,2007-06-26,CULEX PIPIENS,T090,41.868077,-87.666901,1,0,0
120,2007-06-26,CULEX PIPIENS/RESTUANS,T135,41.662014,-87.72460799999999,20,0,28
121,2007-06-26,CULEX RESTUANS,T135,41.662014,-87.72460799999999,25,0,28
122,2007-06-26,CULEX PIPIENS,T135,41.662014,-87.72460799999999,6,0,28
123,2007-06-26,CULEX PIPIENS/RESTUANS,T141,41.961743,-87.76007,1,0,39
124,2007-06-26,CULEX RESTUANS,T141,41.961743,-87.76007,3,0,39
125,2007-06-26,CULEX RESTUANS,T142,41.953067,-87.776792,4,0,16
126,2007-06-26,CULEX RESTUANS,T145,41.878114000000004,-87.629798,1,0,38
127,2007-06-26,CULEX RESTUANS,T146,41.958271,-87.702575,6,0,31
128,2007-06-26,CULEX RESTUANS,T147,41.932094,-87.700117,1,0,10
129,2007-06-26,CULEX RESTUANS,T150,42.006858,-87.675919,2,0,15
130,2007-06-26,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,3,0,1
131,2007-06-26,CULEX RESTUANS,T151,41.916265,-87.800515,6,0,1
132,2007-06-26,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,1,0,28
133,2007-06-26,CULEX RESTUANS,T158,41.682587,-87.707973,4,0,28
134,2007-06-26,CULEX RESTUANS,T220,41.963976,-87.69181,1,0,31
135,2007-06-26,CULEX PIPIENS/RESTUANS,T001,41.953705,-87.733974,1,0,14
136,2007-06-26,CULEX RESTUANS,T003,41.964242,-87.757639,2,0,39
137,2007-06-26,CULEX PIPIENS/RESTUANS,T006,41.990284,-87.797127,1,0,7
138,2007-06-26,CULEX RESTUANS,T006,41.990284,-87.797127,1,0,7
139,2007-06-26,CULEX RESTUANS,T008,42.008314,-87.77792099999999,2,0,30
140,2007-06-26,CULEX PIPIENS/RESTUANS,T012,41.991429,-87.747113,2,0,3
141,2007-06-26,CULEX RESTUANS,T034,41.843810999999995,-87.686763,1,0,17
142,2007-06-26,CULEX RESTUANS,T037,41.921177,-87.79518,1,0,1
143,2007-06-26,CULEX PIPIENS/RESTUANS,T040,41.852652,-87.719887,5,0,23
144,2007-06-26,CULEX RESTUANS,T040,41.852652,-87.719887,1,0,23
145,2007-06-26,CULEX RESTUANS,T043,41.857402,-87.694991,1,0,17
146,2007-06-26,CULEX PIPIENS/RESTUANS,T047,41.868142,-87.696269,1,0,17
147,2007-06-26,CULEX RESTUANS,T047,41.868142,-87.696269,1,0,17
148,2007-06-26,CULEX PIPIENS/RESTUANS,T051,41.846283,-87.656913,1,0,0
149,2007-06-26,CULEX RESTUANS,T085,41.721474,-87.648064,2,0,2
150,2007-06-26,CULEX PIPIENS,T088,41.869107,-87.69629300000001,1,0,17
151,2007-06-26,CULEX PIPIENS/RESTUANS,T161,41.719059,-87.675088,3,0,42
152,2007-06-26,CULEX RESTUANS,T161,41.719059,-87.675088,5,0,42
153,2007-06-26,CULEX RESTUANS,T219,41.966986999999996,-87.674677,1,0,18
154,2007-06-26,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,2,0,16
155,2007-06-29,CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,1,0,24
156,2007-06-29,CULEX RESTUANS,T015,41.974089,-87.824812,2,0,24
157,2007-06-29,CULEX RESTUANS,T046,41.891118,-87.65449100000001,2,0,40
158,2007-06-29,CULEX PIPIENS/RESTUANS,T054,41.921965,-87.632085,3,0,26
159,2007-06-29,CULEX RESTUANS,T086,41.688324,-87.676709,2,0,12
160,2007-06-29,CULEX PIPIENS,T086,41.688324,-87.676709,1,0,12
161,2007-06-29,CULEX PIPIENS/RESTUANS,T091,41.862292,-87.64886,1,0,0
162,2007-06-29,CULEX RESTUANS,T096,41.731922,-87.677512,1,0,42
163,2007-06-29,CULEX RESTUANS,T143,41.999128999999996,-87.795585,3,0,7
164,2007-06-29,CULEX PIPIENS/RESTUANS,T148,42.01743,-87.68776899999999,2,0,15
165,2007-06-29,CULEX RESTUANS,T148,42.01743,-87.68776899999999,2,0,15
166,2007-06-29,CULEX RESTUANS,T153,41.907645,-87.760886,1,0,29
167,2007-06-29,CULEX PIPIENS/RESTUANS,T016,42.011601,-87.81150600000001,2,0,7
168,2007-06-29,CULEX PIPIENS/RESTUANS,T028,41.986921,-87.689778,2,0,48
169,2007-06-29,CULEX RESTUANS,T028,41.986921,-87.689778,1,0,48
170,2007-06-29,CULEX PIPIENS,T031,41.801497999999995,-87.763416,1,0,27
171,2007-06-29,CULEX RESTUANS,T089,41.723195000000004,-87.64997,2,0,2
172,2007-06-29,CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,1,0,0
173,2007-06-29,CULEX RESTUANS,T090,41.868077,-87.666901,6,0,0
174,2007-06-29,CULEX PIPIENS,T090,41.868077,-87.666901,3,0,0
175,2007-06-29,CULEX RESTUANS,T135,41.662014,-87.72460799999999,3,0,28
176,2007-06-29,CULEX RESTUANS,T141,41.961743,-87.76007,1,0,39
177,2007-06-29,CULEX RESTUANS,T142,41.953067,-87.776792,1,0,16
178,2007-06-29,CULEX RESTUANS,T145,41.878114000000004,-87.629798,1,0,38
179,2007-06-29,CULEX RESTUANS,T146,41.958271,-87.702575,2,0,31
180,2007-06-29,CULEX RESTUANS,T150,42.006858,-87.675919,1,0,15
181,2007-06-29,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,1,0,1
182,2007-06-29,CULEX RESTUANS,T151,41.916265,-87.800515,5,0,1
183,2007-06-29,CULEX RESTUANS,T158,41.682587,-87.707973,6,0,28
184,2007-06-29,CULEX RESTUANS,T218,41.948167,-87.730698,5,0,14
185,2007-06-29,CULEX RESTUANS,T006,41.990284,-87.797127,1,0,7
186,2007-06-29,CULEX PIPIENS/RESTUANS,T012,41.991429,-87.747113,1,0,3
187,2007-06-29,CULEX PIPIENS/RESTUANS,T043,41.857402,-87.694991,2,0,17
188,2007-06-29,CULEX RESTUANS,T043,41.857402,-87.694991,3,0,17
189,2007-06-29,CULEX PIPIENS/RESTUANS,T085,41.721474,-87.648064,1,0,2
190,2007-06-29,CULEX PIPIENS,T085,41.721474,-87.648064,1,0,2
191,2007-06-29,CULEX PIPIENS/RESTUANS,T013,41.923738,-87.785288,1,0,1
192,2007-06-29,CULEX RESTUANS,T014,41.970248,-87.787992,1,0,16
193,2007-06-29,CULEX RESTUANS,T018,42.010412,-87.66214000000001,1,0,15
194,2007-06-29,CULEX PIPIENS/RESTUANS,T030,41.899229999999996,-87.716788,1,0,41
195,2007-06-29,CULEX RESTUANS,T030,41.899229999999996,-87.716788,1,0,41
196,2007-06-29,CULEX PIPIENS/RESTUANS,T084,41.692555,-87.598865,1,0,43
197,2007-06-29,CULEX RESTUANS,T084,41.692555,-87.598865,1,0,43
198,2007-06-29,CULEX PIPIENS/RESTUANS,T144,41.94016,-87.794896,1,0,1
199,2007-06-29,CULEX PIPIENS/RESTUANS,T160,41.903002,-87.68826700000001,1,0,10
200,2007-06-29,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,3,0,16
201,2007-07-02,CULEX RESTUANS,T002,41.95469,-87.800991,2,0,16
202,2007-07-02,CULEX PIPIENS/RESTUANS,T007,41.994991,-87.769279,4,0,30
203,2007-07-02,CULEX RESTUANS,T007,41.994991,-87.769279,4,0,30
204,2007-07-02,CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,3,0,24
205,2007-07-02,CULEX PIPIENS/RESTUANS,T045,41.9216,-87.666455,2,0,46
206,2007-07-02,CULEX RESTUANS,T045,41.9216,-87.666455,2,0,46
207,2007-07-02,CULEX PIPIENS/RESTUANS,T046,41.891118,-87.65449100000001,3,0,40
208,2007-07-02,CULEX RESTUANS,T046,41.891118,-87.65449100000001,16,0,40
209,2007-07-02,CULEX RESTUANS,T048,41.867108,-87.654224,1,0,0
210,2007-07-02,CULEX PIPIENS/RESTUANS,T054,41.921965,-87.632085,2,0,26
211,2007-07-02,CULEX RESTUANS,T054,41.921965,-87.632085,1,0,26
212,2007-07-02,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,2,0,12
213,2007-07-02,CULEX RESTUANS,T086,41.688324,-87.676709,3,0,12
214,2007-07-02,CULEX PIPIENS/RESTUANS,T096,41.731922,-87.677512,3,0,42
215,2007-07-02,CULEX RESTUANS,T096,41.731922,-87.677512,4,0,42
216,2007-07-02,CULEX PIPIENS,T096,41.731922,-87.677512,3,0,42
217,2007-07-02,CULEX PIPIENS/RESTUANS,T129,41.891126,-87.61156,2,0,49
218,2007-07-02,CULEX RESTUANS,T129,41.891126,-87.61156,1,0,49
219,2007-07-02,CULEX RESTUANS,T148,42.01743,-87.68776899999999,1,0,15
220,2007-07-02,CULEX RESTUANS,T009,41.981964000000005,-87.812827,2,0,24
221,2007-07-02,CULEX PIPIENS/RESTUANS,T011,41.944869,-87.832763,6,0,37
222,2007-07-02,CULEX RESTUANS,T016,42.011601,-87.81150600000001,1,0,7
223,2007-07-02,CULEX RESTUANS,T019,41.94983,-87.69845699999999,1,0,31
224,2007-07-02,CULEX PIPIENS/RESTUANS,T028,41.986921,-87.689778,1,0,48
225,2007-07-02,CULEX RESTUANS,T028,41.986921,-87.689778,5,0,48
226,2007-07-02,CULEX PIPIENS,T028,41.986921,-87.689778,1,0,48
227,2007-07-02,CULEX PIPIENS/RESTUANS,T089,41.723195000000004,-87.64997,1,0,2
228,2007-07-02,CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,2,0,0
229,2007-07-02,CULEX RESTUANS,T090,41.868077,-87.666901,11,0,0
230,2007-07-02,CULEX RESTUANS,T092,41.869215999999994,-87.627561,2,0,38
231,2007-07-02,CULEX PIPIENS/RESTUANS,T135,41.662014,-87.72460799999999,16,0,28
232,2007-07-02,CULEX RESTUANS,T135,41.662014,-87.72460799999999,12,0,28
233,2007-07-02,CULEX SALINARIUS,T135,41.662014,-87.72460799999999,2,0,28
234,2007-07-02,CULEX PIPIENS/RESTUANS,T142,41.953067,-87.776792,1,0,16
235,2007-07-02,CULEX RESTUANS,T142,41.953067,-87.776792,1,0,16
236,2007-07-02,CULEX SALINARIUS,T145,41.878114000000004,-87.629798,1,0,38
237,2007-07-02,CULEX RESTUANS,T146,41.958271,-87.702575,1,0,31
238,2007-07-02,CULEX PIPIENS/RESTUANS,T149,41.994469,-87.667736,1,0,48
239,2007-07-02,CULEX RESTUANS,T149,41.994469,-87.667736,1,0,48
240,2007-07-02,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,5,0,1
241,2007-07-02,CULEX RESTUANS,T151,41.916265,-87.800515,2,0,1
242,2007-07-02,CULEX PIPIENS/RESTUANS,T152,41.846075,-87.716277,1,0,23
243,2007-07-02,CULEX PIPIENS/RESTUANS,T154,41.918704999999996,-87.752329,1,0,29
244,2007-07-02,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,28,0,28
245,2007-07-02,CULEX RESTUANS,T158,41.682587,-87.707973,4,0,28
246,2007-07-02,CULEX PIPIENS/RESTUANS,T218,41.948167,-87.730698,2,0,14
247,2007-07-02,CULEX RESTUANS,T003,41.964242,-87.757639,1,0,39
248,2007-07-02,CULEX RESTUANS,T006,41.990284,-87.797127,1,0,7
249,2007-07-02,CULEX PIPIENS/RESTUANS,T008,42.008314,-87.77792099999999,4,0,30
250,2007-07-02,CULEX RESTUANS,T008,42.008314,-87.77792099999999,3,0,30
251,2007-07-02,CULEX SALINARIUS,T012,41.991429,-87.747113,1,0,3
252,2007-07-02,CULEX PIPIENS/RESTUANS,T037,41.921177,-87.79518,1,0,1
253,2007-07-02,CULEX RESTUANS,T037,41.921177,-87.79518,2,0,1
254,2007-07-02,CULEX PIPIENS/RESTUANS,T043,41.857402,-87.694991,5,0,17
255,2007-07-02,CULEX PIPIENS/RESTUANS,T047,41.868142,-87.696269,4,0,17
256,2007-07-02,CULEX RESTUANS,T047,41.868142,-87.696269,8,0,17
257,2007-07-02,CULEX PIPIENS/RESTUANS,T051,41.846283,-87.656913,1,0,0
258,2007-07-02,CULEX PIPIENS/RESTUANS,T085,41.721474,-87.648064,2,0,2
259,2007-07-02,CULEX PIPIENS/RESTUANS,T088,41.869107,-87.69629300000001,1,0,17
260,2007-07-02,CULEX PIPIENS/RESTUANS,T161,41.719059,-87.675088,3,0,42
261,2007-07-02,CULEX RESTUANS,T161,41.719059,-87.675088,2,0,42
262,2007-07-02,CULEX PIPIENS/RESTUANS,T013,41.923738,-87.785288,6,0,1
263,2007-07-02,CULEX RESTUANS,T013,41.923738,-87.785288,1,0,1
264,2007-07-02,CULEX PIPIENS/RESTUANS,T014,41.970248,-87.787992,5,0,16
265,2007-07-02,CULEX RESTUANS,T014,41.970248,-87.787992,1,0,16
266,2007-07-02,CULEX PIPIENS/RESTUANS,T018,42.010412,-87.66214000000001,1,0,15
267,2007-07-02,CULEX PIPIENS/RESTUANS,T030,41.899229999999996,-87.716788,3,0,41
268,2007-07-02,CULEX RESTUANS,T030,41.899229999999996,-87.716788,2,0,41
269,2007-07-02,CULEX PIPIENS/RESTUANS,T005,41.942114000000004,-87.776385,3,0,16
270,2007-07-02,CULEX PIPIENS/RESTUANS,T017,41.960615999999995,-87.777189,1,0,16
271,2007-07-02,CULEX PIPIENS/RESTUANS,T044,41.883284,-87.705085,2,0,17
272,2007-07-02,CULEX RESTUANS,T044,41.883284,-87.705085,1,0,17
273,2007-07-02,CULEX PIPIENS/RESTUANS,T095,41.704336,-87.70373599999999,1,0,28
274,2007-07-02,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,18,0,16
275,2007-07-11,CULEX RESTUANS,T002,41.95469,-87.800991,7,0,16
276,2007-07-11,CULEX PIPIENS,T002,41.95469,-87.800991,2,0,16
277,2007-07-11,CULEX PIPIENS/RESTUANS,T007,41.994991,-87.769279,3,0,30
278,2007-07-11,CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,1,0,24
279,2007-07-11,CULEX RESTUANS,T015,41.974089,-87.824812,3,0,24
280,2007-07-11,CULEX PIPIENS/RESTUANS,T045,41.9216,-87.666455,4,0,46
281,2007-07-11,CULEX RESTUANS,T045,41.9216,-87.666455,1,0,46
282,2007-07-11,CULEX PIPIENS/RESTUANS,T046,41.891118,-87.65449100000001,6,0,40
283,2007-07-11,CULEX RESTUANS,T046,41.891118,-87.65449100000001,5,0,40
284,2007-07-11,CULEX PIPIENS,T046,41.891118,-87.65449100000001,3,0,40
285,2007-07-11,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,3,0,0
286,2007-07-11,CULEX RESTUANS,T048,41.867108,-87.654224,1,0,0
287,2007-07-11,CULEX PIPIENS/RESTUANS,T049,41.896282,-87.655232,2,0,40
288,2007-07-11,CULEX RESTUANS,T049,41.896282,-87.655232,1,0,40
289,2007-07-11,CULEX PIPIENS/RESTUANS,T054,41.921965,-87.632085,1,0,26
290,2007-07-11,CULEX RESTUANS,T054,41.921965,-87.632085,1,0,26
291,2007-07-11,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,143,0,12
292,2007-07-11,CULEX RESTUANS,T086,41.688324,-87.676709,9,0,12
293,2007-07-11,CULEX PIPIENS,T086,41.688324,-87.676709,19,0,12
294,2007-07-11,CULEX SALINARIUS,T086,41.688324,-87.676709,2,0,12
295,2007-07-11,CULEX TERRITANS,T086,41.688324,-87.676709,1,0,12
296,2007-07-11,CULEX PIPIENS/RESTUANS,T091,41.862292,-87.64886,14,0,0
297,2007-07-11,CULEX PIPIENS,T091,41.862292,-87.64886,1,0,0
298,2007-07-11,CULEX PIPIENS/RESTUANS,T094,41.720848,-87.666014,1,0,42
299,2007-07-11,CULEX PIPIENS/RESTUANS,T096,41.731922,-87.677512,22,0,42
300,2007-07-11,CULEX RESTUANS,T096,41.731922,-87.677512,21,0,42
301,2007-07-11,CULEX PIPIENS,T096,41.731922,-87.677512,2,0,42
302,2007-07-11,CULEX RESTUANS,T143,41.999128999999996,-87.795585,1,0,7
303,2007-07-11,CULEX PIPIENS/RESTUANS,T148,42.01743,-87.68776899999999,1,0,15
304,2007-07-11,CULEX RESTUANS,T148,42.01743,-87.68776899999999,2,0,15
305,2007-07-11,CULEX SALINARIUS,T148,42.01743,-87.68776899999999,1,0,15
306,2007-07-11,CULEX PIPIENS/RESTUANS,T009,41.981964000000005,-87.812827,1,0,24
307,2007-07-11,CULEX RESTUANS,T009,41.981964000000005,-87.812827,14,0,24
308,2007-07-11,CULEX PIPIENS/RESTUANS,T011,41.944869,-87.832763,8,0,37
309,2007-07-11,CULEX RESTUANS,T011,41.944869,-87.832763,3,0,37
310,2007-07-11,CULEX PIPIENS,T011,41.944869,-87.832763,1,0,37
311,2007-07-11,CULEX PIPIENS/RESTUANS,T016,42.011601,-87.81150600000001,51,0,7
312,2007-07-11,CULEX RESTUANS,T016,42.011601,-87.81150600000001,12,0,7
313,2007-07-11,CULEX PIPIENS,T016,42.011601,-87.81150600000001,3,0,7
314,2007-07-11,CULEX PIPIENS/RESTUANS,T019,41.94983,-87.69845699999999,1,0,31
315,2007-07-11,CULEX PIPIENS/RESTUANS,T025,41.979243,-87.750938,7,0,3
316,2007-07-11,CULEX RESTUANS,T025,41.979243,-87.750938,2,0,3
317,2007-07-11,CULEX PIPIENS/RESTUANS,T028,41.986921,-87.689778,1,0,48
318,2007-07-11,CULEX RESTUANS,T028,41.986921,-87.689778,2,0,48
